Index,shares,text,misinformation,source,revision
1177,1,"[7/4 00:42] +55 41 9657-1500: Lara não conheço ninguém que pegou o vírus. Mas conheço duas pessoas que já perderam o emprego.
[7/4 04:36] Andréia: Também conheço gente que foram demitidas absurdo :S mas haverá muitos desempregos, pois os estabelecimentos todos estes dias fechados
Vai demitir muita gente para conseguir pagar imposto, alvará que vem de 6 em 6 meses na prefeitura
Conta de agua, aluguel e assim vai...
Pois as contas não pararam de vir por causa de virus e tudo fechado, só farmácias, super mercado, posto de gasolina, subway, habibis aberto, mas ninguém entra, de repente estão pedindo comida do habibis e subway pelo Uber eats, ou iphod, ou entram para pegar o sanduíche e comem em suas casas
Vai lá saber o que acontece, né?
Merdas vão acontecer, mas o alivio é saber que seguro desemprego, aviso previo, e etc... Existe",0,,1
1178,1,Culpa deve ser da China,1,,
1179,1,"Diante a pandemia de corona vírus onde as pessoas devem ficar dentro de casa, fica difícil para as pessoas que trabalham com o público no meio das pessoas. Então o que eu venho oferecer e o marketing digital trabalhem que nem eu usando apenas o celular e uma internet!

Marketing Digital // R$ 197

PROCURAMOS PESSOAS PARA TRABALHAR EM CASA 

- Pagamentos diários 
- Direto em suas contas bancárias
- Sem pegadinhas ou enrolação
- Média de 400 reais por dia 
- 100% pelo celular ou notebook 

Faça parte da nossa equipe, nos chame no pv que entraremos passando todas as informações",0,,
1180,1,O PLASMA DE PACIENTES CURADOS PODE O TRATAMENTO PARA O COVID-19 https://tojovem.com.br/2020/03/29/o-plasma-de-pacientes-curados-pode-ser-um-tratamento-para-o-covid-19?fb_ref=1GNjElg1MO-Whatsapp&utm_source=WhatsApp&utm_medium=ShareButton&utm_campaign=GetSocial,0,,
1181,1,"🚨🚨🚨🚨🚨🚨🚨 *COMPARTILHEM PARA QUE TODOS OS AMAZONENSES SAIBAM DO GOLPE FINANCEIRO* 

Para os desinformados que acham que seu governador esta preocupadinho com a saúde da população, começou a aparecer a verdade muito antes do que se pensava.

Witzel, Doria e cia., estavam só esperando uma oportunidade para ""justificar"" o rombo no orçamento dos Estados, e ela chegou.

A diferença entre Brasil e os EUA, França etc, é que lá a preocupação é com a saúde do povo enquanto que aqui no Brasil a preocupação e em enganar o povo.

No Amazonas o governador Wilson Lima já anunciou:

""Diminuição da arrecadaçao do Estado em 40%. (2 bilhões a menos)"".

Comprometimento do:
1. Pagamento do funcionalismo público.
2. Manutenção dos serviços essenciais. ( Saúde, Educação e Segurança Pública).

Com apenas 7 dias de Paralisaçao o Governador Wilson Lima já vem a público anunciar comprometimento de 40% do orçamento do Estado...

Quer dizer que o Estado do Amazonas vai perder 2 bilhoes por causa de 15 dias parado?
Ele arrecada 1 bilhão por semana? Claro que não!

Imagina se parar 3 meses como a oposiçao quer... O que esses caras não iriam roubar pra depois justificar com a paralisação ...

O próprio governador do Amazonas assinou decreto de paralisação de 15 dias. E agora vem dizer que essa paralisação vai causar um rombo de 2 bilhões...

De quem é a culpa disso tudo se foi ele mesmo que mandou parar? 

A arrecadaçao anual do Amazonas é de 5 bilhões ! ! ! 
E em 15 dias parado perde 2 bilhoes....?

Alguém explica essa conta?

É muita cara de pau desse governador.

Quando o Bolsonaro alertou sobre o golpe dos governadores nas contas publicas que tem como pretexto o coronavirus, a maioria o chamou de maluco.
""O isolamento social deve ser feito para o os grupos de risco"".

Agora esta aí o resultado.
O porquê dessa paralisação total.

Acorda Amazonas, Acorda Brasil...  🇧🇷🇧🇷🇧🇷 . 〽  🚨🚨🚨🚨🚨🚨🚨",1,,1
1182,1,GATOS E CÃES PODEM ESTAR ASSOCIADOS A TRANSMISSÃO DE CORONAVÍRUS https://tojovem.com.br/2020/04/01/gatos-e-caes-podem-estar-associados-a-transmissao-de-coronavirus?preview=true&frame-nonce=6b32312f95&fb_ref=5UcFdgWYJY-Whatsapp&utm_source=WhatsApp&utm_medium=ShareButton&utm_campaign=GetSocial,1,,
1183,1,Passou pela China.,0,,
1184,1,"Leiam, esse testemunho sobre como funciona o atual Governo.
O autor desse artigo, identificado no final, trabalha conosco com Salim Mattar:

Testemunho aos amigos 
 28/03/2020
Quem me conhece sabe que não gosto de me expor ou comprar uma briga facilmente, mas hoje decidi quebrar meu silêncio, fazer um testemunho aos meus amigos e arcar com as consequências dessa exposição.

Como muitos de vocês sabem, estou vivendo uma experiência única na minha vida pessoal e profissional. Assumi há quase 1 ano um cargo de confiança no Ministério da Economia (sem qualquer indicação ou conhecimento político). Foi uma escolha técnica, mediante processo seletivo com apresentação de currículo e entrevista presencial com o futuro chefe.

Estava em excelente fase da minha carreira profissional, na iniciativa privada, o que fez com que essa decisão tenha sido muito questionada por colegas de trabalho, amigos e familiares. Afinal de contas, essa decisão impôs diversas restrições em minha vida, como a ausência do lar e do dia a dia com meus filhos e minha esposa, além da redução drástica da minha remuneração. Contudo, acredito que não se deve questionar quando um desafio desse porte nos é apresentado: simplesmente aceita-se com orgulho e gratidão. É aquele sentimento de que precisamos fazer algo para mudar, fazer a diferença.

Assim, posso transmitir de forma isenta o que de fato acontece em Brasília. E o que vejo em primeira mão é uma realidade totalmente diversa do que escuto e leio na mídia. Fico extremamente desapontado ao ver pessoas do meu convívio postando coisas indignadas sobre o Presidente da República ou o atual Governo, disparando ofensas pessoais entre si, deixando de falar até mesmo com familiares e se afastando uns dos outros. Observo, sem entender, a mudança de opinião de jornalistas amigos sobre a pessoa do Presidente como que para defender a classe. É como se estivéssemos cercados por um barulho enorme onde se grita para ganhar um argumento enquanto a realidade de fato é ignorada.

Acreditem: o Brasil está tendo uma oportunidade única neste Governo.

Estamos vivendo um período de mudança drástica na forma de se gerir o Executivo. O meu caso particular está longe de ser uma exceção. Considerando-se o que se vivia no Brasil até um passado muito recente, é quase um milagre estar cercado por um grupo de profissionais da mais alta qualidade que, em sua grande maioria, não precisa do cargo para viver, não possui ou defende interesses políticos e não depende do salário de servidor para pagar suas contas. Essa liberdade e independência não tem preço e ninguém pode nos tirar. Também não posso deixar de mencionar a qualidade técnica do time da casa, servidores públicos de carreira que, independentemente do partido que defendem, alçaram-se a novos cargos nesse Governo em virtude apenas de sua competência. Antes eram achatados em cargos sem importância ou mecânicos, pois os comandos eram ocupados por indicações políticas sem qualquer critério baseado em meritocracia.

Falo, sem medo de parecer piegas, que o ar que se respira em Brasília é o da mudança. Também falo, sem qualquer dúvida, que esse desejo de mudança vem causando muito desconforto e insatisfação em vários segmentos da sociedade, principalmente na classe política. A pressão para voltar tudo a como era antes é diária (sem exagero!). Contudo, nas nossas conversas, costumamos dizer que, se não for para fazer o certo, voltaremos para nossa zona de conforto, nossas profissões, nossas empresas, nossas esposas/maridos, nossos filhos, cachorros, gatos, amigos, bairro, cidade... seria praticamente um favor à nossas famílias retornar para o status quo ante.

Então esse esforço tem que valer a pena. Isso tudo por uma causa, um ideal, por conta de um projeto, para cumprir com um único objetivo, ajudar o país a entrar nos eixos novamente, fazer a coisa certa, sem espaço para bandalheiras, esquemas, mensalão, petrolão, centrão, troca de cargos, favores, mordomias do poder, etc.

Sou testemunha de que todo esse jogo do Poder que existe desde o começo da República acabou.

O jogo que se joga agora é outro! Repetidamente, quase que diariamente, escutamos dos nossos Ministros e superiores novas verdades, quase que mantras, que permeiam nossas atitudes no serviço público, como “estamos aqui para servir ao povo e não para o povo nos servir”, “precisamos reduzir o tamanho do Estado para que ele cumpra o seu verdadeiro papel”, “o Estado não é empresário”, “não podemos deixar o Estado no cangote do cidadão”, “precisamos reduzir os gastos do Governo”.

O exemplo vem de cima. Aliás, que time de Ministros, Secretários Especiais e Secretários nós temos!  Se estivéssemos na iniciativa privada, essa empresa valeria muito somente pelo calibre de seus executivos. O mais incrível de tudo isso é ver essa gente trabalhando pela paixão em servir ao nosso país e querer mudar o rumo das coisas.

Tenho muito orgulho de fazer parte desse time e serei eternamente grato por tudo que tenho aprendido e passado em Brasília. Independentemente do partido político ou ideologia, e se fosse possível, claro, convidaria cada um dos meus amigos para passar um dia em Brasília e ver com os próprios olhos o que realmente está acontecendo, a verdade sobre os fatos. E não aquilo que é transmitido, propagado e reverberado por picuinha e posicionamento político-ideológico.

Muito já foi feito desde janeiro de 2019. O trabalho é intenso. No mínimo 12 horas por dia, mas ainda tem muito a ser feito. As próximas reformas estão aí. Algumas já enviadas ao Congresso e outras no forno para sair.

Passados esses dias de incertezas, angústias e isolamento por conta do Covid-19, precisamos juntos apoiar esse plano de governo, que é apartidário e que, com toda certeza, vai fazer com que o Brasil volte a crescer e prosperar.

Aos amigos que fazem oposição ao governo, tenham paciência e não torçam para as coisas darem errado. Por favor! Quando vejo vocês torcendo para o caos se instalar novamente, fico desanimado e penso até em desistir, pois não tem sido fácil lidar com essa torcida contra frente ao esforço e doação que estamos vivendo... Estejam certos que se tudo der errado e as coisas retornarem a ser como eram antes, será o mais fácil para mim pessoalmente, mas pior para todos como sociedade, como país!

Em 2022 teremos eleições e estejam certos de que o próximo presidente, seja ele quem for, encontrará um Brasil bem melhor, no prumo e principalmente com as contas equilibradas e sem corrupção.

Espero que, ao ler esse testemunho, aqueles que me conhecem e conhecem todo o meu histórico de vida pensem duas vezes antes de vociferar contra o governo, propagando mentiras e torcendo contra o nosso próprio país de forma masoquista. Estou aberto para debater e mostrar a cada um de vocês o que de fato estamos vivendo fora desse barulho todo.

Entendo que existem diferentes pontos de vista e ideologias. Gosto muito de entender o outro lado, pois sou curioso e sempre aprendo com o debate. Contudo, a propagação de mentiras e a manipulação de informações em troca de benefício próprio ou por preferência pessoal me soa como falta de caráter. E falta de caráter eu não tolero.

*Rafael Bussière trabalha na Secretaria de Coordenação e Governança do Patrimônio da União, que faz parte da Secretaria Especial de Desestatização, Desinvestimento e Mercados (ME), comandada por Salim Mattar.",1,,1
1185,1,Trabalho em um parque porém ganhei férias por conta do corona,0,,
1186,1,Só virus galera cuidado...,0,,
1187,1,Anthony Wong...médico(chines naturalizado brasileiro) infectologista e toxilogista..professor da USP...membro da OMS..Organização Mundial da Saúde..dando entrevista ao maior programa da televisao gaúcha,0,,
1188,1,"Boa noite, pode paulista com coronga no grupo?",0,,
